Key,Value
925961404,Alte Belladolda-Hütte
927010061,Ruinen des Yromfurt-Obstgartens
928058679,Bedyn-Tunnel
929107260,Kynareths Steter Prophet
930155848,Uthane-Laboratorium
931204432,Feste von Falkfurt
932253011,Waldstein-Obstgarten
933301591,Falkanger-Grabstätten
934350947,Kynareths Fröhlicher Seher
935399584,Kynareths Gesegnete Wiedergeburt
936448162,Ruinen des Aschli-Anwesens
937496750,Grünfeld-Blockhütte
938545346,Kynareths Weinende Dämmerung
939593954,Gaerheim-Gehöft
940642541,Schrein von Jephre
941691120,Gaeranger-Gräberfeld
942739725,Perore-Stollen
943788367,Gutshof Bockenstein
944837728,Feste von Moorschwing
945886331,Mooranger-Gehöft
946934917,Ruinen des Falkhaus-Obstgartens
947983533,Gutshof Königsschwing
949032112,Gutshof Kupfstein
950080814,Kastelburg
951129420,Ruinen des Herdheim-Obstgartens
952178807,Ruinen des Aschli-Turms
953227386,Aldingwald
954275965,Ruinen des Grünheimturms
955324597,Mooranger-Gerichtshof
956373178,Versteck von Asmululullah
957421801,Ruinen des Aschschmied-Anwesens
958470411,Steingrab des Inveroghion
959519004,Aldingfalterwald
960567590,Ruinen von Alt-Carolyrryas Hütte
961616170,Turm von Meisterfeld
962665516,Tannheide
963714138,Bockenhaus-Krypten
964762727,Kynareths Singender Stern
965811308,Ruinen der Gaerschmied-Blockhütte
966859966,Loch des Maeleberiah
967908553,Yehoth
968957165,Reliquienhaus von Raen
970006514,Kynareths Blutender Märtyrer
971055207,Moorschmieds Wacht
972103790,Taverne Zu Der Königin Oger
973152402,Stockfurt
974200981,Ruinen von Waldfeldenhall
975249560,Alt-Gwynynstatt
976298180,Waldstein-Gehöft
977346766,Gondore-Steinbruch
978395346,Kathedrale des Maelothessa
979443947,Kynareths Fröhliches Omen
980493281,Ruinen von Schloss Moorstein
981541891,Schenke Zum Roten Vogel
982590483,Alt-Elyzynstatt
983639074,Grünanger-Obstgarten
984687662,Kynareths Innerer Prophet
985736246,Tristastyr-Ausgrabung
986784843,Vannyvyra-Treffpunkt
987833421,Gutshof Yromschmied
988882064,Kirchkester
989930645,Ruinen der Falkhart-Blockhütte
990979223,Uriglistturm
992027823,Ruinen des GutshofsBockenhaus
993076422,Ruinen der Bockentreupfalz
994125848,Schenke Zu Luchs und Ziege
995174436,Wirtshaus Zum Rastlosen Drachen
996223025,Edwyn-Grube
997271648,Yromhaus-Gehöft
998320243,Schloss Gaerhart
999368838,Kynareths Stiller Altar
1000417456,Herdfelden-Grabstätten
1001466042,Kynareths Gesegnetes Götterbild
1002514644,Balinxa-Loch
1003563957,Graumuld
1004612546,Loch des Homunithera
1005661227,Wirtshaus Zum Lachenden Hund
1006709808,Meisterfelden-Plantage
1007758389,Herdhaus-Hütte
1008807008,Wilderleck
1009855627,Krypten von Bockentreu
1010904986,Ruinen des Moorstein-Gehöfts
1011953620,Urigtreu-Gewölbe
1013002201,Moorfeldstatt
1014050779,Kupfli-Anwesen
1015099360,Kupflist-Blockhütte
1016148019,Gutshof Bockenhaus
1017196609,Bockenstein-Anwesen
1018245217,Taverne Zu Fuchs und Priester
1019293828,Sahebrothulla-Höhle
1020342424,Kupffelden-Friedhof
1021391740,Morirrugoth
1022440336,Gaerstein-Obstgarten
1023488920,Geruchitheria-Grotte
1024537506,Ruinen des Urighart-Gerichtshofs
1025586137,Wehrburg
1026634743,Bauernhof der Alten Vannausa
1027683347,Gutshof Moorfelden
1028731933,Wehrwerk
1029780513,Gutshof Grünhart
1030829169,Ruinen von Herdhaus' Wacht
1031877770,Schuppen der Alten Blubamka
1032927112,Urigfurt-Plantage
1033975694,Monument für Divad
1035024285,Ruinen von Bockenfelds Wacht
1036072877,Sengheide
1037121456,Ruinen von Grünharthall
1038170036,Ruinen von Aschharts Feste
1039218657,Kynareths Furchtsames Orakel
1040267236,Bockenanger-Plantage
1041315824,Ruinen des Königsfurt-Gehöfts
1042364404,Vladelonhall
1043412983,Uriglist-Hütte
1044461581,Ruinen der Waldhauspfalz
1045510223,Galgfurtgarten
1046559583,Schenke Zu Biber und Dolch
1047608170,Taverne Zum Toten Goblin
1048656786,Kynareths Fröhliches Relikt
1049705411,Krypten von Bockenhaus
1050753990,Gasthaus Zu Löwen und Katze
1051802575,Jode-Schrein
1052851157,Alt-Barbannastatt
1053899747,Urigfeldstatt
1054948354,Arkenwies
1055996932,Ruinen des Meisterstein-Gerichtshofs
1057045535,Königsschmied-Gewölbe
1058094128,Wirtshaus Zur Toten Fee
1059142717,Schloss Yromtreu
1060191295,Meisterhaus-Gehöft
1061239885,Bockenlist-Plantage
1062289209,Falkhart-Blockhütte
1063337790,Bauernhof der Alten Gwynolda
1064386392,Wirtshaus Zum Schmutzigen Schloss
1065434976,Alte Carolanna-Hütte
1066483590,Ruinen der Falkheim-Plantage
1067532175,Ruinen des Gaerstein-Gehöfts
1068580753,Amboss von Ebenarm
1069629337,Ruinen von Aschlihall
1070677929,Ruinen des Moorhaus-Anwesens
1071726527,Morlath
1072775133,Kynareths Sanftes Licht
1073823776,Kynareths Innerer Märtyrer
1074872377,Schuppen der Alten Evelanna
1075920960,Ruinen der alten Aschheim-Hütte
1076970281,Waldstein-Anwesen
1078018859,Gasthaus Zum Rastlosen Gnom
1079067454,Weißmüh
1080116048,Herberge Zu Biber und Ziege
1081164627,Bockenfeld-Turm
1082213222,Kynareths Heiliger Altar
1083261804,Kirchleck
1084310425,Herberge Zu Ratte und Dolch
1085359004,Kirchpfad
1086407584,Schuppen der Alten Gwynona
1087456178,Rissfeldenhall
1088504760,Bockenschmied-Schuppen
1089553359,Bauernhof der Alten Carolayne
1090601978,Aschschwing-Schuppen
1091650564,Aschfurt-Gehöft
1092699154,Schloss Baranezzar
1093747740,Ruinen des Gaerfurt-Turms
1094797090,Falklist-Friedhof
1095845698,Baluagerullah-Senke
1096894296,Yevor
1097942880,Ruinen der Waldlist-Blockhütte
1098991500,Ruinen der alten Aschhaus-Hütte
1100040088,Homunas-Höhle
1101088691,Urigfurt-Anwesen
1102137278,Herberge Zum Toten Riesen
1103185906,Gutshof Falkanger
1104234512,Kynareths Klagender Altar
1105283090,Kupfschwingstatt
1106332406,Kynareths Singender Erlöser
1107380990,Wannwerk
1108429571,Gasthaus Zum Toten Murmeltier
1109478170,Loch des Baalateressa
1110526760,Grube des Gerilanxessa
1111575343,Gaerlist-Gräberfeld
1112623938,Waldschwing-Schuppen
1113672532,Jodes Schrein
1114721127,Wirtshaus Zu Zwerg und Wache
1115769719,Ruinen des GutshofsMoorlist
1116818297,Herdhaus-Obstgarten
1117866914,Ruinen des GutshofsFalkfeld
1118915512,Königslist-Friedhof
1119964113,Bauernhof der Alten Belladabyth
1121012717,Dunoryan-Steinbruch
1122062063,Herberge Zum Fliegenden Riesen
1123110665,Versteck von Sahiblithah
1124159261,Taverne Zu Schwein und Krug
1125207870,Rodastyr-Steinbruch
1126256456,Kynareths Weinender Seher
1127305088,Langkraten
1128353717,Herdheim-Gräberfeld
1129402300,Aschlist-Friedhof
1130451646,Mordywyr-Minen
1131500230,Kynareths Furchtsame Seele
1132548809,Kynareths Ewiges Licht
1133597461,Moorfurt-Krypten
1134646138,Moorschmied-Gerichtshof
1135694746,Kupfanger-Schuppen
1136743328,Bockenlis Wacht
1137791940,Alt-Vyctabythstatt
1138841259,Bockentreu-Anwesen
1139889856,Herrenhaus von Necromoghan
1140938435,Herberge Zum Purpurnen Oger
1141987044,Schloss Moorfeld
1143035650,Pannwieswald
1144084228,Ruinen von Yromfurthall
1145132978,Wilderwichen
1146182283,Königsliturm
1147230884,Bauernhof der Alten Barbyssa
1148279491,Kynareths Steter Märtyrer
1149328074,Urigfelden-Gehöft
1150376660,Gondane-Ausgrabung
1151425244,Falkangerhall
1152473842,Kernwerth
1153522423,Kupflist-Krypten
1154571030,Schuppen der Alten Evelolda
1155619662,Yromharts Feste
1156668255,Dyrhaupt
1157716835,Hochhopen
1158765420,Kynareths Stiller Märtyrer
1159814003,Minen von Bedyctor
1160863349,Festung von Aschli
1161911958,Wirtshaus Zum Heulenden Gauner
1162960565,Grünschwing-Gehöft
1164009216,Waldtreu-Obstgarten
1165057842,Gaerfeld-Turm
1166106445,Gräber von Bockenli
1167155023,Grabstätte des Lithehulon
1168203606,Herberge Zum Rastloen Stachelschwein
1169252189,Grube des Maron
1170300768,Königsschmied-Gehöft
1171349380,Aschschwing-Gräberfeld
1172398693,Gondoryan-Tunnel
1173447278,Wirtshaus Zu Der Königin Schädel
1174495909,Kynareths Selige Seele
1175544527,Ruinen von Schloss Kupffurt
1176593120,Gasthaus Zu Maus und Schloss
1177641701,Gaerlistatt
1178690282,Morivaraushall
1179738868,Minen von Theodoryan
1180787539,Ruinen von Alt-Evelyrryastatt
1181836973,Mordistair-Ausgrabung
1182885552,Falktreu-Hütte
1183934132,Ruinen des alten Königsstein-Schuppens
1184982719,Hütte der Alten Fonttale
1186031358,Kynareths Endloses Orakel
1187079942,Kynareths Endlose Dämmerung
1188128532,Moortreu-Friedhof
1189177112,Herberge Zu Zwerg und Schlund
1190225737,Kynareths Sanftes Relikt
1191275088,Mittwerth
1192323730,Wirtshaus Zu Fuchs und Riesen
1193372323,Dispasia-Kaverne
1194420918,Bockenschwing-Grabanlage
1195469545,Ruinen des Turms von Waldschwing
1196518167,Falklisthall
1197566750,Kynareths Singender Altar
1198616098,Ruinen von Schloss Gaerheim
1199664683,Moorschmied-Obstgarten
1200713304,Oxenhopen
1201761893,Bauernhof der Alten Vannara
1202810481,Uthard-Minen
1203859104,Kynareths Sanfter Aufstieg
1204907756,Kynareths Sanfter Prophet
1205956335,Wirtshaus Zu Zwerg und Greifen
1207004916,Quelltor
1208053495,Kynareths Furchtsamer Märtyrer
1209102109,Kynareths Endlose Wiedergeburt
1210151483,Rodoryan-Ausgrabung
1211200108,Kupffurt-Friedhof
1212248707,Herrenhaus von Moorheim
1213297285,Ruinen der Zitadelle Falklist
1214345888,Ruinen des Kupfangerturms
1215394543,Hohlbrügge
1216443143,Vermdon-Horst
1217492471,Alte Gwynona-Hütte
1218541104,Ruinen von Moorhaus' Feste
1219589721,Yromanger-Hütte
1220638301,Gerinx-Loch
1221686887,Riesweghain
1222735523,Krummmüh
1223784118,Kynareths Endloser Märtyrer
1224832703,Schloss Urigfurt
1225881284,Zitadelle von Waldschmied
1226929867,Ruinen von Schloss Kupfheim
1227979240,Asmyulah-Kaverne
1229027821,Sekthoth
1230076438,Schuppen der Alten Gwynyssa
1231125039,Versteck von Demither
1232173621,Ruinen von Schloss Mooranger
1233222218,Kynareths Seliges Relikt
1234270797,Steingrab des Necromulor
1235319381,Ruinen des Turms von Gaerfurt
1236368036,Gothleck
1237416658,Vojgagon
1238466023,Pannhopengarten
1239514603,Maelothulla-Kaverne
1240563203,Meisterli-Friedhof
1241611792,Ephens Schrein
1242660388,Langhaupt
1243708968,Königsstein-Friedhof
1244757552,Ruinen des Waldli-Anwesens
1245806148,Ruinen des Moorhart-Gerichtshofs
1246854755,Ruinen von Alt-Carolyrryas Schuppen
1247903358,Gaerfurt-Gehöft
1248951950,Steinbruch des Tristastyr
1250000546,Ruinen von Alt-Evelyns Hütte
1251049138,Ruinen von Grünangers Feste
1252097720,Ypsmuld
1253147050,Kynareths Klagende Seele
1254195634,Waldsteins Wacht
1255244259,Bauernhof der Alten Vannyvyra
1256292841,I'rics Altar
1257341425,Moorhart-Gehöft
1258390071,Kynareths Ewiger Aufstieg
1259438723,Ritterswald
1260488125,Gutshof Bockenhart
1261536727,Schrein für Jhim Sei
1262585323,Schloss Aschtreu
1263633914,Tiefwerth
1264682495,Ruinen von Schloss Yromheim
1265731085,Kynareths Sanfte Wiedergeburt
1266779677,Grube des Maelyitherah
1267828258,Kupfhaus-Obstgarten
1268876868,Ruinen des Turms von Aschstein
1269925480,Schuppen der Alten Aditte
1270974064,Bauernhof der Alten Vyctolda
1272022648,Beltor
1273071998,Grotte des Demiblul
1274120580,Herberge Zum Tänzelnden Schwert
1275169174,Yagergod
1276217781,Rissmüh
1277266413,Langbrunnberg
1278315046,Aschhart-Plantage
1279363653,Bockenlist-Turm
1280412267,Urigschmied-Hütte
1281461616,Gasthaus Zu Löwen und Jägersmann
1282510203,Rieswies
1283558800,Kynareths Furchtsamer Prophet
1284607410,Yromlist-Hütte
1285655995,Ruinen des Aschfurt-Anwesens
1286704592,Ruinen des Urigtreu-Anwesens
1287753212,Ruinen des Bockenfurt-Anwesens
1288801801,Kynareths Inneres Orakel
1289850399,Ruinen des Alte-Ysona-Bauernhofs
1290898984,Yromlist-Obstgarten
1291947582,Falktreu-Schuppen
1292996163,Waldschmied-Schuppen
1294044766,Kynareths Weinendes Orakel
1295094098,Gasthaus Zum Purpurnen Igel
1296142704,Meisterschmiedstatt
1297191286,Taverne Zu Des Königs Igel
1298239903,Kynareths Gesegneter Baum
1299288498,Andard-Steinbruch
1300337087,Zitadelle von Grünstein
1301385670,Meisterhaus-Friedhof
1302434251,Homuninxullah-Grotte
1303482844,Graufort
1304532303,Rittersmor
1305580913,Königsfeld-Gehöft
1306629545,Kynareths Heiliges Orakel
1307678123,Schloss Kupfhart
1308726711,Tristywyr-Stollen
1309775292,Aschanger-Gehöft
1310823887,Turm von Urigfurt
1311872476,Gaeranger-Obstgarten
1312921054,Kynareths Furchtsamer Seher
1313969644,Andistair-Minen
1315018227,Steinbruch des Agrore
1316066805,Gasthaus Zu Des Königs Dolch
1317115392,Ruinen der Grünfurtpfalz
1318163972,Turm von Herdhart
1319212552,Königsfelden-Obstgarten
1320261156,Ruinen von Meisterfurthall
1321309748,Festung von Herdfeld
1322359140,Zitadelle von Meisterfelden
1323407826,Gasthaus Zum Lachenden Humpen
1324456419,Langhopen
1325505829,Langweg
1326554439,Aschanger-Blockhütte
1327603039,Höhle des Balonunah
1328651617,Alte Belladanna-Hütte
1329700216,Meistertreu-Gehöft
1330748819,Ypswid
1331797406,Ruinen des Aschanger-Anwesens
1332845991,Grünstein-Obstgarten
1333894613,Ruinen des Kupfanger-Anwesens
1334943194,Kynareths Feuriges Götterbild
1335991776,Ruinen des Falkfeldturms
1337040370,Andywyr-Tunnel
1338088956,Kynareths Seliger Aufstieg
1339138290,Falklist-Plantage
1340186878,Falkstein-Gehöft
1341235466,Gaerfelden-Gehöft
1342284067,Ruinen des GutshofsKönigsstein
1343332645,Möhrgrat
1344381227,Oxenkamm
1345429816,Kirchwall
1346478441,Kathbrunn
1347527039,Ruinen der Aschheim-Plantage
1348575699,Ruinen von Alt-Gwynonastatt
1349624280,Grimmmuld
1350672871,Kynareths Weinender Prophet
1351722195,Ruinen von Alt-Barbabythstatt
1352770800,Gutshof Waldanger
1353819488,Herberge Zu Unke und Dolch
1354868085,Burg von Moorfeld
1355916686,Herberge Zur Schmutzigen Ziege
1356965273,Stockbrügge
1358013857,Ruinen der Herdschwingpfalz
1359062436,Bauernhof der Alten Belladorya
1360111025,Krypta des Lithingeon
1361159613,Kynareths Klagende Wiedergeburt
1362208194,Schenke Zu Maus und Igel
1363256778,Singwies
1364306173,Falkfeld-Obstgarten
1365354753,Falkschwing-Plantage
1366403339,Djenstätte
1367451917,Waldschmied-Gehöft
1368500496,Bockenstein-Blockhütte
1369549167,Kastelthal
1370597767,Schloss Meisterfelden
1371647157,Edwyval-Grube
1372695756,Schwarzmuld
1373744355,Grimmbrügge
1374792954,Galgpfad
1375841555,Schuppen der Alten Vyctanna
1376890140,Taverne Zum Toten Vogel
1377938743,Waldli-Obstgarten
1378987372,Waldlist-Schuppen
1380035955,Ruinen von Alt-Chrystannastatt
1381084543,Gutshof Herdanger
1382133150,Kynareths Weinender Märtyrer
1383181728,Alt-Ysabythstatt
1384231062,Ruinen von Grünsteinhall
1385279670,Meisterli-Hütte
1386328258,Schenke Zum Fliegenden Murmeltier
1387376838,Kynareths Steter Erlöser
1388425429,Yromli-Gehöft
1389474039,Versteck von Homunasiva
1390522641,Kupffeldenhall
1391571228,Möhrstadt
1392619817,Versteck von Homuneus
1393668395,Burg von Herdfelden
1394716981,Königshart-Plantage
1395765600,Kynareths Sanfter Märtyrer
1396814181,Alt-Ysyvyrastatt
1397862764,Bauernhof der Alten Ysona
1398911370,Königshartstatt
1399960706,Kupffurt-Gehöft
1401009313,Versteck von Sahanx
1402057907,Galgthal
1403106491,Grünstein-Gehöft
1404155083,Alt-Lysausastatt
1405203673,Gutshof Gaerfelden
1406252251,Meisterlisthall
1407300854,Meisterangerstatt
1408349440,Kreuzdorf
1409398052,Ruinen der alten Urigheim-Hütte
1410446637,Königsfelden-Gehöft
1411495223,Ruinen des Turms von Aschanger
1412543834,Grünfurt-Obstgarten
1413592412,Breitbürgheide
1414641008,Bockentreu-Gräberfeld
1415690352,Ruinen des Turms von Grünlist
1416738930,Gaerangerstatt
1417787537,Ruinen der Falkschmiedpfalz
1418836121,Höhle des Morkucheus
1419884709,Moorfelden-Blockhütte
1420933289,Rattgabith
1421981899,Kynareths Klagender Seher
1423030482,Kupffeld-Obstgarten
1424079086,Kynareths Selige Wiedergeburt
1425127687,Kynareths Seliger Altar
1426176284,Kynareths Ewiger Märtyrer
1427224893,Alte Lysona-Hütte
1428274260,Riesbet
1429322855,Ruinen der Urighaus-Blockhütte
1430371434,Grube des Geryon
1431420014,Bockenschmied-Obstgarten
1432468605,Ruinen des Kupfhaus-Anwesens
1433517203,Herdhaus-Gehöft
1434565856,Oxenbergen
1435614439,Minen von Tristynak
1436663087,Ruinen von Alt-Lysynastatt
1437711675,Morkebrasiah-Kaverne
1438761026,Grauwies
1439809635,Herdanger-Plantage
1440858220,Wilderborn
1441906806,Yromhart-Gehöft
1442955407,Ruinen der Mooranger-Blockhütte
1444003990,Bedistair-Minen
1445052603,Dyrdorf
1446101181,Wrother Hexenzirkel
1447149812,Schuppen der Alten Gwynabyth
1448199213,Belleig
1449247796,Grimmdorf
1450296418,Wirtshaus Zu Fledermaus und Schlund
1451345026,Herberge Zum Weißen Jägersmann
1452393695,Ruinen von Schloss Waldtreu
1453443091,Theodane-Stollen
1454491707,Bockenschmied-Anwesen
1455540291,Kynareths Stiller Prophet
1456588902,Schuppen der Alten Barbausa
1457637500,Gutshof Moorschwing
1458686079,Urigheim-Schuppen
1459734657,Langgrat
1460783238,Kynareths Heiliger Erlöser
1461831892,Gutshof Herdhart
1462880485,Kynareths Stiller Erlöser
1463929077,Kupfschmied-Plantage
1464978462,Wehrwichen
1466027089,Vojirgoth
1467075682,Kynareths Stetes Orakel
1468124355,Feste von Herdstein
1469172936,Schloss Moorheim
1470221515,Bauernhof der Alten Elyzanna
1471270095,Ruinen des Urigstein-Obstgartens
1472319447,Kynareths Klagender Baum
1473368037,Kynareths Gesegneter Aufstieg
1474416621,Tonnweg
1475465216,Lemleig
1476513808,Bockenstein-Schuppen
1477562388,Grünhaus-Schuppen
1478610974,Ruinen der Grünhaus-Blockhütte
1479659573,Gaerheimhall
1480708180,Uriglis Wacht
1481756773,Bauernhof der Alten Vannyssa
1482805366,Krypten von Waldhaus
1483854023,Aschangers Wacht
1484903383,Alte Morgabyth-Hütte
1485951981,Waldfelden-Gehöft
1487000563,Bedane-Steinbruch
1488049193,Nest von Hezrugoth
1489097784,Bockenfurt-Gehöft
1490146387,Oxenwerthweiler
1491194984,Aschlist-Hütte
1492243609,Urigschwing-Gehöft
1493292187,Schloss Nebuchezam
1494340786,Kynareths Blutende Seele
1495390138,Schloss Königshaus
1496438723,Gaerschwing-Gräberfeld
1497487352,Ruinen der Aschheimpfalz
1498535945,Yromschwing-Schuppen
1499584534,Herdtreu-Schuppen
1500633144,Ruinen von Waldtreuhall
1501681732,Feste von Königshart
1502730341,Königshaus-Plantage
1503778922,Festung von Falkfurt
1504827544,Ruinen der Feste Urigfeld
1505876902,Falkfurt-Obstgarten
1506925546,Moorfeld-Obstgarten
1507974149,Ruinen des Waldtreu-Turms
1509022799,Rittershauptgarten
1510072188,Singtreu
1511120778,Urigfeld-Gräberfeld
1512169374,Aldbrunn
1513217952,Falkstein-Schuppen
1514266545,Falkfeld-Gehöft
1515315132,Bockenstein-Gräberfeld
1516363725,Loch des Gerithia
1517412308,Gutshof Urigtreu
1518460970,Kupfschwings Feste
1519509557,Aldfurt
1520558169,Alt-Barboldastatt
1521606748,Urigliststatt
1522655327,Tristore-Ausgrabung
1523703908,Kernheide
1524752490,Falkli-Blockhütte
1525801825,Ruinen von Alt-Belladynas Hütte
1526850434,Kynareths Gesegnetes Licht
1527899064,Herdtreuturm
1528947694,Möhrau
1529996279,Grünheim-Obstgarten
1531044860,Weißbet
1532093514,Daghoth
1533142100,Bauernhof der Alten Elyzyvyra
1534191447,Kynareths Ewiger Prophet
1535240057,Ruinen von Gaerharthall
1536288656,Ruinen des GutshofsHerdheim
1537337244,Grünhart-Gräberfeld
1538385872,Grabstätten von Moorlist
1539434493,Schloss Aschstein
1540483071,Gaerhaus-Friedhof
1541531690,Ruinen der Bockenschmiedpfalz
1542581081,Moorfeld-Plantage
1543629659,Ypsfort
1544678237,Peroryan-Minen
1545726847,Yromfeld-Gehöft
1546775439,Ruinen des Kupffeld-Anwesens
1547824021,Kynareths Weinende Seele
1548872615,Gräber von Gaeranger
1549921265,Grünlist-Turm
1550969851,Ruinen des Gaerhaus-Anwesens
1552018429,Falkschmied-Plantage
1553067010,Rieskester
1554115609,Waldschwing-Gehöft
1555164955,Meisterfurt-Schuppen
1556213556,Taverne Zum Schwarzen Kitz
1557262203,Ruinen des Grünli-Turms
1558310868,Kynareths Singendes Orakel
1559360273,Loch des Baalas
1560408858,Lemborn
1561457467,Urigfeld-Hütte
1562506058,Steinbruch des Theodywyr
1563554704,Waldfurt-Obstgarten
1564603316,Ruinen des Falkli-Gehöfts
1565651917,Kupfsteinhall
1566700508,Kathfelden
1567749101,Feste von Grünheim
1568798490,Möhrwichenberg
1569847079,Herberge Zu Schwein und Barbaren
1570895659,Uthane-Ausgrabung
1571944248,Ruinen der Feste Grünheim
1572992838,Gutshof Kupfschwing
1574041438,Dispiaminxivah-Loch
1575090027,Kynareths Gesegneter Seher
1576138605,Tannmuld
1577187188,Gutshof Waldlist
1578235809,Alte Gwynanna-Hütte
1579284444,Herberge Zu Der Königin Helm
1580333804,Alt-Chrystynstatt
1581382406,Moorstein-Gehöft
1582430986,Altar von I'ric-Anhängern
1583479628,Königsli-Obstgarten
1584528218,Grünliststatt
1585576802,Sekthrac
1586625399,Bauernhof der Alten Lysyssa
1587673998,Ruinen des Meisterheim-Anwesens
1588722597,Ruinen des Waldli-Gehöfts
1589771193,Rattudon
1590819777,Taverne Zum Grünen Murmeltier
1591869135,Kynareths Klagender Märtyrer
1592917731,Ruinen der Meisterfeld-Blockhütte
1593966320,Schenke Zum Lachenden Dachs
1595014900,Andistair-Ausgrabung
1596063481,Urigschmied-Gehöft
1597112077,Alte Barbona-Hütte
1598160701,Kynareths Weinendes Relikt
1599209293,Laboratorium des Perore
1600257899,Burg von Herdschwing
1601306514,Turm von Aschtreu
1602355976,Kynareths Blutende Wiedergeburt
1603404601,Alt-Gwynyvyrastatt
1604454043,Ruinen des Gaerfeld-Anwesens
1605502658,Kynareths Sanfter Baum
1606551323,Ruinen von Königsangers Feste
1607599938,Yromfelden-Gräberfeld
1608648528,Krypten von Urigschwing
1609697108,Neubetgmünd
1610745707,Wirtshaus Zum Tänzelnden Dschinn
1611795089,Schuppen der Alten Abelle
1612843675,Burkdorf
1613892255,Ruinen von Meistertreus Wacht
1614940882,Ruinen der Urigschmied-Blockhütte
1615989466,Andastyr-Minen
1617038044,Alt-Vyctoryastatt
1618086623,Ruinen der Feste Bockenlist
1619135203,Ruinen von Alt-Ysoryastatt
1620183799,Burkbergen
1621232378,Ruinen der Zitadelle Moortreu
1622280961,Inverobeonhall
1623329588,Wirtshaus Zu Biber und Riesen
1624378174,Festung von Herdtreu
1625427570,Zitadelle von Herdschwing
1626476149,Urigfelden-Schuppen
1627524741,Ruinen von Moorsteinhall
1628573327,Gräber von Meisterhart
1629621917,Kynareths Ewiges Relikt
1630670498,Alt-Evelausastatt
1631719089,Alt-Carololdastatt
1632767679,Schrein von Mai
1633816269,Waldschmied-Friedhof
1634864868,Ruinen der Urigfeldpfalz
1635913466,Kirchfortstädt
1636962061,Belkester
1638010654,Kynareths Furchtsames Relikt
1639060184,Uriglist-Gehöft
1640108766,Ruinen der alten Königstreu-Hütte
1641157348,Taverne Zum Dürstenden Drachen
1642205927,Gasthaus Zu Des Königs Wolf
1643254543,Bockenstein-Plantage
1644303128,Königsschwing-Gräberfeld
1645351715,Schuppen der Alten Lysayne
1646401105,Quellpfad
1647449713,Ruinen von Alt-Elyzynas Schuppen
1648498301,Nordred
1649546894,Herberge Zu Fledermaus und Riesen
1650595566,Wildermuld
1651644166,Taverne Zum Schmutzigen Dachs
1652692750,Ruinen der Königstreupfalz
1653741329,Kynareths Gesegnete Dämmerung
1654790743,Gromrugoth
1655839326,Tannwidgmünd
1656887912,Kynareths Blutender Prophet
1657936490,Alt-Ysaynestatt
1658985070,Urigfelden-Grabstätten
1660033790,Ruinen des Gaerli-Gehöfts
1661082371,Graubergen
1662131763,Kynareths Gesegneter Märtyrer
1663180344,Moorfeldhall
1664228959,Moorhart-Plantage
1665277543,Schuppen der Alten Marelle
1666326160,Ruinen des GutshofsGrünschmied
1667374784,Schloss Herdhaus
1668423368,Kynareths Feuriger Aufstieg
1669471963,Gaerlist-Schuppen
1670520547,Alt-Vannyvyrastatt
1671569129,Meisterfurt-Gehöft
1672618550,Loch des Gerither
1673667131,Altar der I'ric-Anhänger
1674715713,Gutshof Grünlist
1675764346,Bockenfelds Wacht
1676812924,Krummtor
1677861530,Ruinen der Feste Grünhart
1678910114,Lemkamm
1679958720,Königsfeld-Plantage
1681007309,Ruinen des Grünli-Anwesens
1682056695,Waldschwing-Anwesen
1683105291,Bockentreu-Gehöft
1684153884,Grube des Maelanxiah
1685202544,Schwarztal
1686251123,Ruinen von Herdhaus' Feste
1687299719,Herberge Zur Glücklichen Ziege
1688348310,Bockenanger-Gräberfeld
1689396900,Bockentreu-Plantage
1690445488,Graubergen-Münster
1691494067,Kupfschwing-Friedhof
1692542650,Gasthaus Zu Fuchs und Vogel
1693592043,Ruinen des Kupfhart-Gerichtshofs
1694640667,Ruinen des Waldfurt-Gehöfts
1695689323,Ruinen des Alte-Evelara-Bauernhofs
1696737907,Belhaupt
1697786505,Moorschwing-Obstgarten
1698835104,Kynareths Endloser Prophet
1699884504,Kynareths Klagendes Götterbild
1700933082,Schuppen der Alten Chrystanna
1701981753,Kynareths Blutender Seher
1703030342,Aldingmor
1704078953,Gasthaus Zum Rastloen Schloss
1705127541,Singanger
1706176128,Ruinen des Alte-Belladara-Bauernhofs
1707225553,Höhle des Demerena
1708274142,Ruinen von Alt-Chrystarastatt
1709322801,Kynareths Heiliges Omen
1710371437,Minen von Andoryan
1711420827,Schrein für Mai
1712469411,Bauernhof der Alten Lysabyth
1713517992,Kynareths Fröhlicher Baum
1714566596,Bauernhof der Alten Carolara
1715615249,Ruinen des Moortreu-Gehöfts
1716663869,Königslist-Gehöft
1717712461,Gaerli-Plantage
1718761856,Turm von Bockenfurt
1719810472,Singborn-Gerichtshof
1720859122,Kynareths Innere Wiedergeburt
1721907776,Ruinen von Schloss Kupfli
1722957195,Ruinen von Alt-Vannoldas Schuppen
1724005858,Wehrkammweiler
1725054437,Herberge Zu Maulwurf und Kerker
1726104082,Gaerli-Gehöft
1727153616,Taverne Zu Biber und Goblin
1728203153,Bockenschwings Feste
1729251758,Herdfeld-Blockhütte
1730300342,Gutshof Kupffurt
1731348949,Moorfelden-Friedhof
1732397528,Mais Schrein
1733447051,Ruinen des Falkschwing-Anwesens
1734495656,Königsfelden-Anwesen
